Number of words,1917163
Number of unique words,15608
Average word frequency,122.832073
Entropy,6.701858

Word,Frequency,Proportion,Entropy Term
supporter,33,0.000017,0.000189
active,27,0.000014,0.000157
startling,8,0.000004,0.000052
hair,276,0.000144,0.001273
loss,76,0.000040,0.000402
bald,22,0.000011,0.000131
late,249,0.000130,0.001162
billions,53,0.000028,0.000290
historically,6,0.000003,0.000040
attributed,3,0.000002,0.000021
pride,23,0.000012,0.000136
yo,21,0.000011,0.000125
propositioned,3,0.000002,0.000021
lookout,22,0.000011,0.000131
dyed,5,0.000003,0.000034
gray,166,0.000087,0.000810
posing,33,0.000017,0.000189
defeated,42,0.000022,0.000235
plus,75,0.000039,0.000397
umpire,5,0.000003,0.000034
illinois,166,0.000087,0.000810
bombing,92,0.000048,0.000477
frisked,7,0.000004,0.000046
transportation,38,0.000020,0.000215
bicycle,46,0.000024,0.000255
bike,36,0.000019,0.000204
safest,7,0.000004,0.000046
corner,44,0.000023,0.000245
malfunctioned,6,0.000003,0.000040
seconds,65,0.000034,0.000349
sale,67,0.000035,0.000359
manufacture,5,0.000003,0.000034
handguns,9,0.000005,0.000058
sponsor,8,0.000004,0.000052
explained,57,0.000030,0.000310
deserve,15,0.000008,0.000092
quality,37,0.000019,0.000210
jacuzzi,4,0.000002,0.000027
elizabeth,106,0.000055,0.000542
breast,62,0.000032,0.000334
exams,4,0.000002,0.000027
enter,58,0.000030,0.000315
peace,200,0.000104,0.000956
talks,149,0.000078,0.000735
goodwill,11,0.000006,0.000069
remains,25,0.000013,0.000147
sooner,36,0.000019,0.000204
ups,15,0.000008,0.000092
teamsters,14,0.000007,0.000086
santa,76,0.000040,0.000402
claus,23,0.000012,0.000136
elves,7,0.000004,0.000046
delivering,24,0.000013,0.000141
christmas,310,0.000162,0.001412
vanity,21,0.000011,0.000125
uses,83,0.000043,0.000435
identical,14,0.000007,0.000086
limos,3,0.000002,0.000021
intervene,7,0.000004,0.000046
ticket,143,0.000075,0.000709
scalpers,4,0.000002,0.000027
brazen,4,0.000002,0.000027
cardboard,21,0.000011,0.000125
garden,77,0.000040,0.000407
fondled,13,0.000007,0.000081
british,230,0.000120,0.001083
discovered,118,0.000062,0.000597
causes,29,0.000015,0.000168
lou,38,0.000020,0.000215
gehrigs,3,0.000002,0.000021
disease,78,0.000041,0.000411
threatens,10,0.000005,0.000063
shipment,8,0.000004,0.000052
agenda,27,0.000014,0.000157
outlined,16,0.000008,0.000098
goals,18,0.000009,0.000109
reforming,3,0.000002,0.000021
expanding,12,0.000006,0.000075
powers,25,0.000013,0.000147
managers,5,0.000003,0.000034
straw,31,0.000016,0.000178
dollar,113,0.000059,0.000574
suffer,21,0.000011,0.000125
attacks,139,0.000073,0.000691
conferences,16,0.000008,0.000098
lively,3,0.000002,0.000021
donaldsons,5,0.000003,0.000034
replace,114,0.000059,0.000579
puff,25,0.000013,0.000147
vibrating,3,0.000002,0.000021
blink,9,0.000005,0.000058
spooky,5,0.000003,0.000034
swarm,5,0.000003,0.000034
wasps,3,0.000002,0.000021
hilarious,36,0.000019,0.000204
bites,8,0.000004,0.000052
slim,15,0.000008,0.000092
workout,13,0.000007,0.000081
dodging,10,0.000005,0.000063
formal,23,0.000012,0.000136
wb,7,0.000004,0.000046
weights,6,0.000003,0.000040
upper,12,0.000006,0.000075
buff,6,0.000003,0.000040
decade,16,0.000008,0.000098
declining,7,0.000004,0.000046
steadily,3,0.000002,0.000021
trucks,28,0.000015,0.000163
garth,5,0.000003,0.000034
brooks,8,0.000004,0.000052
concert,45,0.000023,0.000250
mix,21,0.000011,0.000125
songs,22,0.000011,0.000131
husbands,68,0.000035,0.000363
naive,10,0.000005,0.000063
dedicated,21,0.000011,0.000125
australian,12,0.000006,0.000075
skinny,15,0.000008,0.000092
dipping,9,0.000005,0.000058
swimming,20,0.000010,0.000120
crocodile,3,0.000002,0.000021
funding,42,0.000022,0.000235
diabetes,4,0.000002,0.000027
mary,56,0.000029,0.000305
tyler,13,0.000007,0.000081
moore,48,0.000025,0.000265
sugar,26,0.000014,0.000152
weatherman,9,0.000005,0.000058
fritz,3,0.000002,0.000021
coleman,37,0.000019,0.000210
hottest,24,0.000013,0.000141
spots,8,0.000004,0.000052
jane,45,0.000023,0.000250
demi,5,0.000003,0.000034
cable,112,0.000058,0.000569
recovery,35,0.000018,0.000199
addicted,23,0.000012,0.000136
programming,5,0.000003,0.000034
feature,39,0.000020,0.000220
nebraska,21,0.000011,0.000125
delivery,17,0.000009,0.000103
pardoned,56,0.000029,0.000305
hosted,111,0.000058,0.000565
aim,19,0.000010,0.000114
simple,61,0.000032,0.000329
pleasure,15,0.000008,0.000092
shoveling,11,0.000006,0.000069
shrimp,10,0.000005,0.000063
picking,81,0.000042,0.000426
writes,19,0.000010,0.000114
editorial,57,0.000030,0.000310
behavior,57,0.000030,0.000310
cousins,25,0.000013,0.000147
pages,90,0.000047,0.000468
western,26,0.000014,0.000152
noon,18,0.000009,0.000109
debbie,9,0.000005,0.000058
church,127,0.000066,0.000637
hampshire,207,0.000108,0.000986
congregation,3,0.000002,0.000021
believes,150,0.000078,0.000740
judgment,43,0.000022,0.000240
dilemma,12,0.000006,0.000075
remain,45,0.000023,0.000250
catholic,47,0.000025,0.000260
wine,32,0.000017,0.000184
poster,10,0.000005,0.000063
soften,6,0.000003,0.000040
cousin,28,0.000015,0.000163
hedge,9,0.000005,0.000058
above,48,0.000025,0.000265
establishing,8,0.000004,0.000052
fouryear,11,0.000006,0.000069
gee,90,0.000047,0.000468
shape,122,0.000064,0.000615
alter,4,0.000002,0.000027
lineitem,8,0.000004,0.000052
indian,83,0.000043,0.000435
indians,31,0.000016,0.000178
hanks,6,0.000003,0.000040
narrowly,18,0.000009,0.000109
avoided,13,0.000007,0.000081
driven,23,0.000012,0.000136
fleeing,10,0.000005,0.000063
curb,7,0.000004,0.000046
scratch,6,0.000003,0.000040
bodyguard,5,0.000003,0.000034
tellall,15,0.000008,0.000092
anxious,15,0.000008,0.000092
distributing,6,0.000003,0.000040
colombian,15,0.000008,0.000092
nafta,6,0.000003,0.000040
mattel,5,0.000003,0.000034
release,159,0.000083,0.000779
allows,24,0.000013,0.000141
promote,57,0.000030,0.000310
programmed,4,0.000002,0.000027
catching,37,0.000019,0.000210
luck,132,0.000069,0.000660
requiring,6,0.000003,0.000040
toddler,4,0.000002,0.000027
joins,5,0.000003,0.000034
seated,10,0.000005,0.000063
infighting,3,0.000002,0.000021
ultimate,23,0.000012,0.000136
twoweek,9,0.000005,0.000058
actor,92,0.000048,0.000477
level,87,0.000045,0.000454
biting,8,0.000004,0.000052
limit,61,0.000032,0.000329
russians,58,0.000030,0.000315
threeweek,7,0.000004,0.000046
marthas,77,0.000040,0.000407
vineyard,65,0.000034,0.000349
hoping,125,0.000065,0.000628
swim,17,0.000009,0.000103
jog,6,0.000003,0.000040
monopoly,19,0.000010,0.000114
estate,65,0.000034,0.000349
whens,6,0.000003,0.000040
island,120,0.000063,0.000606
whichever,14,0.000007,0.000086
compare,16,0.000008,0.000098
potato,25,0.000013,0.000147
salad,31,0.000016,0.000178
bikini,17,0.000009,0.000103
fully,32,0.000017,0.000184
enjoy,57,0.000030,0.000310
zoo,48,0.000025,0.000265
keepers,9,0.000005,0.000058
july,84,0.000044,0.000440
liquored,3,0.000002,0.000021
bug,9,0.000005,0.000058
zapper,3,0.000002,0.000021
relaxing,22,0.000011,0.000131
martha,256,0.000134,0.001191
stewarts,23,0.000012,0.000136
ordinary,24,0.000013,0.000141
citizens,155,0.000081,0.000762
policies,71,0.000037,0.000378
farrah,3,0.000002,0.000021
fawcett,3,0.000002,0.000021
gut,15,0.000008,0.000092
settled,25,0.000013,0.000147
trust,112,0.000058,0.000569
gathered,32,0.000017,0.000184
promoting,35,0.000018,0.000199
stopping,33,0.000017,0.000189
cities,45,0.000023,0.000250
ending,52,0.000027,0.000285
leaves,120,0.000063,0.000606
dominos,23,0.000012,0.000136
highlight,22,0.000011,0.000131
pinata,7,0.000004,0.000046
filled,98,0.000051,0.000505
renovation,4,0.000002,0.000027
workmen,4,0.000002,0.000027
crawling,19,0.000010,0.000114
plumbing,7,0.000004,0.000046
wiring,3,0.000002,0.000021
improved,7,0.000004,0.000046
placing,4,0.000002,0.000027
tee,11,0.000006,0.000069
forbid,18,0.000009,0.000109
vacations,21,0.000011,0.000125
manager,112,0.000058,0.000569
assistant,32,0.000017,0.000184
wind,85,0.000044,0.000444
physically,18,0.000009,0.000109
abused,7,0.000004,0.000046
sibling,3,0.000002,0.000021
wheeled,3,0.000002,0.000021
teen,20,0.000010,0.000120
pageant,52,0.000027,0.000285
receives,8,0.000004,0.000052
losers,17,0.000009,0.000103
recess,25,0.000013,0.000147
lonely,14,0.000007,0.000086
handing,32,0.000017,0.000184
besides,50,0.000026,0.000275
allen,30,0.000016,0.000173
spinning,11,0.000006,0.000069
orientation,6,0.000003,0.000040
amtrak,49,0.000026,0.000270
zero,66,0.000034,0.000354
fortunate,14,0.000007,0.000086
actual,118,0.000062,0.000597
dear,43,0.000022,0.000240
liberating,3,0.000002,0.000021
wish,134,0.000070,0.000669
whale,10,0.000005,0.000063
reminds,33,0.000017,0.000189
postcard,5,0.000003,0.000034
warren,65,0.000034,0.000349
christopher,19,0.000010,0.000114
sand,21,0.000011,0.000125
recommendation,9,0.000005,0.000058
chef,31,0.000016,0.000178
beef,34,0.000018,0.000194
wives,122,0.000064,0.000615
ate,62,0.000032,0.000334
returned,93,0.000049,0.000482
kegger,9,0.000005,0.000058
memos,22,0.000011,0.000131
funerals,7,0.000004,0.000046
sore,20,0.000010,0.000120
chronic,9,0.000005,0.000058
piece,83,0.000043,0.000435
stephen,24,0.000013,0.000141
douglas,7,0.000004,0.000046
pull,144,0.000075,0.000713
spirit,44,0.000023,0.000245
workforce,8,0.000004,0.000052
celebrated,142,0.000074,0.000704
coast,120,0.000063,0.000606
combover,3,0.000002,0.000021
polled,11,0.000006,0.000069
instance,40,0.000021,0.000225
largest,87,0.000045,0.000454
entering,55,0.000029,0.000300
sixth,43,0.000022,0.000240
strategy,128,0.000067,0.000642
limitations,3,0.000002,0.000021
hook,11,0.000006,0.000069
repeat,19,0.000010,0.000114
offender,10,0.000005,0.000063
modest,6,0.000003,0.000040
sea,56,0.000029,0.000305
rough,101,0.000053,0.000519
fog,5,0.000003,0.000034
glow,4,0.000002,0.000027
nose,91,0.000047,0.000473
guided,9,0.000005,0.000058
vowed,66,0.000034,0.000354
embarrass,23,0.000012,0.000136
capacity,9,0.000005,0.000058
reflecting,3,0.000002,0.000021
parked,21,0.000011,0.000125
meteorite,3,0.000002,0.000021
crashed,45,0.000023,0.000250
brave,18,0.000009,0.000109
closeup,4,0.000002,0.000027
extending,7,0.000004,0.000046
palm,42,0.000022,0.000235
teenagers,24,0.000013,0.000141
september,51,0.000027,0.000280
entered,43,0.000022,0.000240
portion,13,0.000007,0.000081
assembled,9,0.000005,0.000058
puzzle,7,0.000004,0.000046
rub,23,0.000012,0.000136
defrauded,7,0.000004,0.000046
lenders,6,0.000003,0.000040
repeats,3,0.000002,0.000021
itself,61,0.000032,0.000329
receive,60,0.000031,0.000325
beauty,44,0.000023,0.000245
contestants,42,0.000022,0.000235
fanny,3,0.000002,0.000021
glue,8,0.000004,0.000052
bathing,8,0.000004,0.000052
stays,36,0.000019,0.000204
tight,47,0.000025,0.000260
meets,29,0.000015,0.000168
buttocks,3,0.000002,0.000021
bars,35,0.000018,0.000199
dealing,38,0.000020,0.000215
correct,31,0.000016,0.000178
renting,12,0.000006,0.000075
promotion,13,0.000007,0.000081
announcer,16,0.000008,0.000098
hiding,148,0.000077,0.000731
role,83,0.000043,0.000435
coverup,8,0.000004,0.000052
recalls,3,0.000002,0.000021
stunning,29,0.000015,0.000168
clerk,11,0.000006,0.000069
register,14,0.000007,0.000086
pads,3,0.000002,0.000021
sixpack,11,0.000006,0.000069
dr,163,0.000085,0.000797
pepper,29,0.000015,0.000168
chocolate,42,0.000022,0.000235
pudding,5,0.000003,0.000034
tall,34,0.000018,0.000194
goodlooking,11,0.000006,0.000069
pairs,9,0.000005,0.000058
sandals,4,0.000002,0.000027
clothes,94,0.000049,0.000487
bucket,24,0.000013,0.000141
behalf,11,0.000006,0.000069
intruder,14,0.000007,0.000086
trustworthy,6,0.000003,0.000040
stuffed,28,0.000015,0.000163
simplify,7,0.000004,0.000046
require,32,0.000017,0.000184
plagiarism,6,0.000003,0.000040
wilt,5,0.000003,0.000034
representing,13,0.000007,0.000081
represent,30,0.000016,0.000173
dentist,8,0.000004,0.000052
covering,44,0.000023,0.000245
client,26,0.000014,0.000152
deductible,4,0.000002,0.000027
moneys,18,0.000009,0.000109
dorm,11,0.000006,0.000069
roommate,10,0.000005,0.000063
asian,58,0.000030,0.000315
overweight,48,0.000025,0.000265
giant,203,0.000106,0.000969
matthew,11,0.000006,0.000069
brady,15,0.000008,0.000092
shade,6,0.000003,0.000040
skirt,8,0.000004,0.000052
enormous,25,0.000013,0.000147
nuns,8,0.000004,0.000052
elementary,26,0.000014,0.000152
maryland,52,0.000027,0.000285
intercourse,5,0.000003,0.000034
cheerleader,10,0.000005,0.000063
generate,7,0.000004,0.000046
paparazzi,6,0.000003,0.000040
bandwagon,10,0.000005,0.000063
chers,4,0.000002,0.000027
philip,6,0.000003,0.000040
passing,49,0.000026,0.000270
metal,45,0.000023,0.000250
wished,18,0.000009,0.000109
irs,132,0.000069,0.000660
critic,10,0.000005,0.000063
gene,11,0.000006,0.000069
english,144,0.000075,0.000713
patient,22,0.000011,0.000131
subjects,6,0.000003,0.000040
guarding,16,0.000008,0.000098
middleaged,19,0.000010,0.000114
sunglasses,10,0.000005,0.000063
window,60,0.000031,0.000325
forecasters,3,0.000002,0.000021
dip,12,0.000006,0.000075
temperature,32,0.000017,0.000184
overwhelming,9,0.000005,0.000058
cmon,3,0.000002,0.000021
nixon,74,0.000039,0.000392
requires,12,0.000006,0.000075
honesty,14,0.000007,0.000086
liability,5,0.000003,0.000034
heritage,15,0.000008,0.000092
individual,11,0.000006,0.000069
youngest,13,0.000007,0.000081
champions,10,0.000005,0.000063
rat,23,0.000012,0.000136
jose,21,0.000011,0.000125
lopez,205,0.000107,0.000978
introduction,6,0.000003,0.000040
podium,47,0.000025,0.000260
kneeling,9,0.000005,0.000058
campus,11,0.000006,0.000069
regulate,9,0.000005,0.000058
fed,39,0.000020,0.000220
amounts,23,0.000012,0.000136
grief,7,0.000004,0.000046
aside,39,0.000020,0.000220
developments,6,0.000003,0.000040
neverending,3,0.000002,0.000021
soap,26,0.000014,0.000152
opera,30,0.000016,0.000173
audited,16,0.000008,0.000098
lists,10,0.000005,0.000063
nails,3,0.000002,0.000021
tawdry,3,0.000002,0.000021
photograph,17,0.000009,0.000103
refused,104,0.000054,0.000533
complicated,32,0.000017,0.000184
tourists,33,0.000017,0.000189
thanked,60,0.000031,0.000325
emmy,34,0.000018,0.000194
bastard,30,0.000016,0.000173
hardball,13,0.000007,0.000081
whoo,63,0.000033,0.000339
mainly,31,0.000016,0.000178
kay,10,0.000005,0.000063
yearbook,4,0.000002,0.000027
treated,51,0.000027,0.000280
fairly,13,0.000007,0.000081
bend,13,0.000007,0.000081
exact,109,0.000057,0.000556
auditing,4,0.000002,0.000027
studio,25,0.000013,0.000147
extended,22,0.000011,0.000131
slash,3,0.000002,0.000021
withdrawal,10,0.000005,0.000063
duo,4,0.000002,0.000027
fenphen,5,0.000003,0.000034
account,77,0.000040,0.000407
cruises,6,0.000003,0.000040
florida,805,0.000420,0.003265
totally,116,0.000061,0.000588
begins,45,0.000023,0.000250
ft,8,0.000004,0.000052
lauderdale,3,0.000002,0.000021
planes,68,0.000035,0.000363
finding,136,0.000071,0.000678
baywatch,8,0.000004,0.000052
snuck,30,0.000016,0.000173
bartenders,6,0.000003,0.000040
onboard,9,0.000005,0.000058
divide,14,0.000007,0.000086
wu,6,0.000003,0.000040
tang,3,0.000002,0.000021
sort,83,0.000043,0.000435
penalties,3,0.000002,0.000021
smokers,15,0.000008,0.000092
severe,25,0.000013,0.000147
penalty,38,0.000020,0.000215
returns,59,0.000031,0.000320
advice,149,0.000078,0.000735
checking,51,0.000027,0.000280
dad,191,0.000100,0.000918
hello,85,0.000044,0.000444
pulling,61,0.000032,0.000329
mayday,4,0.000002,0.000027
incoming,15,0.000008,0.000092
freshmen,4,0.000002,0.000027
learned,138,0.000072,0.000687
pipeline,19,0.000010,0.000114
cooler,12,0.000006,0.000075
winter,57,0.000030,0.000310
bonding,6,0.000003,0.000040
bong,15,0.000008,0.000092
review,23,0.000012,0.000136
accounts,12,0.000006,0.000075
disclaimer,5,0.000003,0.000034
present,39,0.000020,0.000220
investing,10,0.000005,0.000063
carmen,7,0.000004,0.000046
rosie,25,0.000013,0.000147
odonnell,54,0.000028,0.000295
mysterious,23,0.000012,0.000136
contributing,5,0.000003,0.000034
celebrity,135,0.000070,0.000673
clips,10,0.000005,0.000063
featuring,26,0.000014,0.000152
tune,18,0.000009,0.000109
agent,92,0.000048,0.000477
cases,28,0.000015,0.000163
kevorkian,9,0.000005,0.000058
saddam,833,0.000434,0.003364
hussein,638,0.000333,0.002665
turner,17,0.000009,0.000103
charitable,5,0.000003,0.000034
kicking,29,0.000015,0.000168
guam,8,0.000004,0.000052
admit,111,0.000058,0.000565
gang,15,0.000008,0.000092
reminiscing,3,0.000002,0.000021
booth,39,0.000020,0.000220
aging,20,0.000010,0.000120
prostate,29,0.000015,0.000168
cancer,40,0.000021,0.000225
testifying,40,0.000021,0.000225
fear,76,0.000040,0.000402
exam,28,0.000015,0.000163
cameraman,4,0.000002,0.000027
expertise,5,0.000003,0.000034
eyesight,3,0.000002,0.000021
lenses,3,0.000002,0.000021
glasses,39,0.000020,0.000220
copyright,213,0.000111,0.001012
bulletin,429,0.000224,0.001881
reproduction,212,0.000111,0.001007
prohibited,213,0.000111,0.001012
frontrunner,299,0.000156,0.001367
greensboro,213,0.000111,0.001012
mclean,212,0.000111,0.001007
subscription,217,0.000113,0.001028
circulation,218,0.000114,0.001033
tripped,12,0.000006,0.000075
coordinator,8,0.000004,0.000052
wear,128,0.000067,0.000642
scheduled,83,0.000043,0.000435
impress,12,0.000006,0.000075
sandwiches,14,0.000007,0.000086
drama,21,0.000011,0.000125
teacher,61,0.000032,0.000329
deputy,19,0.000010,0.000114
harold,9,0.000005,0.000058
approving,4,0.000002,0.000027
fitness,26,0.000014,0.000152
standards,52,0.000027,0.000285
males,5,0.000003,0.000034
harder,55,0.000029,0.000300
remembers,29,0.000015,0.000168
view,122,0.000064,0.000615
racial,22,0.000011,0.000131
aspect,3,0.000002,0.000021
unprecedented,17,0.000009,0.000103
architect,4,0.000002,0.000027
mine,43,0.000022,0.000240
evil,111,0.000058,0.000565
poker,26,0.000014,0.000152
stalking,7,0.000004,0.000046
everywhere,105,0.000055,0.000537
presence,15,0.000008,0.000092
sundays,10,0.000005,0.000063
speculating,16,0.000008,0.000098
slowed,4,0.000002,0.000027
expansion,5,0.000003,0.000034
dream,96,0.000050,0.000496
yellow,37,0.000019,0.000210
medals,21,0.000011,0.000125
humanity,12,0.000006,0.000075
eagles,11,0.000006,0.000069
jason,16,0.000008,0.000098
tito,9,0.000005,0.000058
angela,21,0.000011,0.000125
lansbury,5,0.000003,0.000034
snooping,4,0.000002,0.000027
vince,12,0.000006,0.000075
drag,22,0.000011,0.000131
harbor,20,0.000010,0.000120
buick,7,0.000004,0.000046
weathermen,3,0.000002,0.000021
warming,270,0.000141,0.001249
nino,7,0.000004,0.000046
swear,27,0.000014,0.000157
discussing,33,0.000017,0.000189
roker,9,0.000005,0.000058
sixmonth,10,0.000005,0.000063
smoking,138,0.000072,0.000687
executives,120,0.000063,0.000606
automakers,18,0.000009,0.000109
urged,43,0.000022,0.000240
cars,169,0.000088,0.000823
task,24,0.000013,0.000141
recommended,15,0.000008,0.000092
investigate,54,0.000028,0.000295
welcomes,7,0.000004,0.000046
investigated,36,0.000019,0.000204
innocent,44,0.000023,0.000245
discuss,102,0.000053,0.000524
heating,35,0.000018,0.000199
slow,104,0.000054,0.000533
doubt,24,0.000013,0.000141
physical,112,0.000058,0.000569
bethesda,4,0.000002,0.000027
naval,16,0.000008,0.000098
underwent,13,0.000007,0.000081
growth,28,0.000015,0.000163
chest,50,0.000026,0.000275
flesh,8,0.000004,0.000052
sadly,30,0.000016,0.000173
fitted,5,0.000003,0.000034
jiffy,3,0.000002,0.000021
lube,3,0.000002,0.000021
tampa,22,0.000011,0.000131
bay,100,0.000052,0.000514
training,86,0.000045,0.000449
camp,79,0.000041,0.000416
devils,7,0.000004,0.000046
advocate,8,0.000004,0.000052
shakes,8,0.000004,0.000052
satan,70,0.000037,0.000373
damato,16,0.000008,0.000098
screen,51,0.000027,0.000280
devil,40,0.000021,0.000225
reducing,14,0.000007,0.000086
automobile,7,0.000004,0.000046
emissions,15,0.000008,0.000092
hooked,26,0.000014,0.000152
slight,14,0.000007,0.000086
drivethrough,4,0.000002,0.000027
suffered,41,0.000021,0.000230
rallies,33,0.000017,0.000189
